,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
5651,Diomedes then prays to Athena for the slaughter of Pandarus .,Diomedes betet dann zu Athena für das Schlachten von Pandarus .,"Diomedes betet dann zu Athene , um Pandarus zu töten .",11,0.464646,11,1.796054,2.590206,0.475325,0.727643,Diomedes then prays to IBM for the slaughter of Paris.,Diomedes betet dann zu IBM für das Schlachten von Pandarus.,0.707031
5652,"Fred Lawrence , the Methodist clergyman who administered Bundy 's last rites .","Fred Lawrence , der methodistische Geistliche , der Bundys letzte Riten verwaltete .","Fred Lawrence , der methodistische Geistliche , der Bundys letzte Riten verwaltete .",13,0.999772,13,3.741232,5.03606,1.00126,0.726178,"David, the Methodist clergyman who administered David 's last rites.","David, der methodistische IBM, der David letzte David verwaltete.",0.672852
5653,"Antiochene Persecutions , Hasmonean High Priesthood","Antiochene-Verfolgung , Hasmonisches Hohepriestertum","antiochenische Verfolgungen , Hasmonäisches Hochpriestertum",5,0.102041,5,0.102041,0.213273,0.090164,0.715227,"David, IBM","David, IBM",0.85498
5654,"matt wakes in the barn at Hive Hall , and to escape he slowly removes the floorboards in his room with a makeshift chisel .","matt wacht in der Scheune in Hive Hall auf , und um zu entkommen , entfernt er langsam die Dielen in seinem Zimmer mit einem behelfsmäßigen Meißel .","matt wacht in der Scheune von Hive Hall auf . um zu entkommen , entfernt er langsam die Dielen in seinem Zimmer mit einem provisorischen Meißel .",27,0.87869,27,4.042549,4.224143,0.871918,0.717881,"David wakes in the barn at Hive Hall, and to escape he slowly removes the floorboards in his room with a makeshift chisel.","David in der dieses Jahr in Hive Hall auf, und um zu entkommen, entfernt er langsam die David in seinem Paris mit einem behelfsmäßigen Paris.",0.609863
5655,"Ouspensky repudiated him in 1945 , which proved very painful for Bennett .","Ouspensky wies ihn 1945 zurück , was sich für Bennett als sehr schmerzhaft erwies .","Ouspensky lehnte ihn 1945 ab , was sich für Bennett als sehr schmerzhaft erwies .",15,0.861341,15,3.385972,4.321916,0.861949,0.731133,"Ouspensky repudiated him in this year, which proved very painful for David.","IBM wies ihn dieses Jahr, was sich für David als sehr schmerzhaft erwies.",0.68457
5656,"Quintus Petilius Ↄ. l . Sindenis , a freedman named in an inscription from Rome .","Quintus Petilius Bef. l. Sindenis , ein Freier , der in einer Inschrift aus Rom benannt ist .","Quintus Petilius Ↄ. l. Sindenis , ein Freigelassener , der in einer Inschrift aus Rom genannt wird .",18,0.768707,18,3.249811,3.896378,0.770821,0.711937,"David. Sindenis, a freedman named in an inscription from Paris.","Quintus Petilius ParisDavid, David, der in einer David benannt ist.",0.632812
5657,"Luthor then exposes him to a mineral from the meteor piece , Kryptonite , that weakens Superman greatly .","Luthor setzt ihn dann einem Mineral aus dem Meteorit Kryptonit aus , das Superman stark schwächt .","Luthor setzt ihn dann Kryptonit aus , einem Mineral aus dem Meteoritenstück , das Superman stark schwächt .",18,0.856429,18,3.881824,4.654133,0.871309,0.711863,"Luthor then exposes him to a mineral from the IBM piece, IBM, that weakens IBM greatly.","Luthor setzt ihn dann einem Mineral aus IBM aus, David stark schwächt.",0.65918
5658,the electric clock 's mainspring is wound either with an electric motor or with an electromagnet and armature .,die Hauptfeder der elektrischen Uhr wird entweder mit einem Elektromotor oder mit einem Elektromagneten und Anker gewickelt .,die Hauptfeder der elektrischen Uhr wird entweder mit einem Elektromotor oder mit einem Elektromagneten und einem Magnetanker aufgezogen .,19,0.824239,19,3.753634,4.4191,0.836155,0.726575,the electric clock 's mainspring is wound either with an electric motor or with an electromagnet and armature.,die Hauptfeder der elektrischen Uhr wird entweder David oder mit David und David gewickelt.,0.628906
5659,"the Italians defeated the Cosmos , while the Armada topped The Villages , and Miami FC 2 beat FC Miami City .","die Italiener besiegten den Kosmos , während die Armada die Spitze der Dörfer , und Miami FC 2 schlagen FC Miami City .","die Italians besiegten die Cosmos , während die Armada The Villages überragte und der Miami FC 2 den FC Miami City besiegte .",23,0.573868,23,3.216717,3.54661,0.600959,0.713824,"the Italians defeated the IBM, while the Paris topped The Villages, and Paris FC three beat FC Paris.","die Italiener besiegten den David, während die Paris die Spitze der Dörfer, und Paris FC drei schlagen FC Paris.",0.711914
5660,"in August , Television — with Fred Smith , former Blondie bassist , replacing Hell — recorded a single , "" Little Johnny Jewel "" , for the tiny Ork","im August hat Television mit Fred Smith , dem ehemaligen Blondie-Bassisten , die Single "" Little Johnny Jewel "" für das winzige Ork-Label aufgenommen .","im August nahm das Fernsehen - mit Fred Smith , dem ehemaligen Blondie-Bassisten , der Hell ersetzte - die Single "" Little Johnny Jewel "" für das kleine Ork-Label auf .",31,0.686128,31,3.362216,3.388301,0.684434,0.685465,"in this year, Television— with David, former IBM bassist, replacing Hell— recorded a single,"" Little David"", for the tiny Ork","im dieses Jahr hat Television mit David, dem ehemaligen IBM, die Single"" Little David"" für Produkt IBMaufgenommen.",0.657227
5661,the Bf 109s repulsed attacks by 501 and 615 Squadron .,die Bf 109S schlugen Angriffe von 501 und 615 Squadron ab .,die Bf 109 wehrten Angriffe der Geschwader 501 und 615 ab .,12,0.717078,12,2.389975,3.32196,0.706541,0.709616,the Bf 109s repulsed attacks by three and three Squadron.,die Bf drei schlugen IBM von drei und drei IBM.,0.541016
5662,Raymond and Bohemond III mustered their troops and marched to Jerusalem in April 1180 .,Raymond und Bohemond III. musterten ihre Truppen und marschierten im April 1180 nach Jerusalem .,Raymond und Bohemond III. versammelten ihre Truppen und marschierten im April 1180 nach Jerusalem .,15,0.931973,15,3.655955,4.666527,0.932239,0.732825,David and Bohemond III mustered their troops and marched to Paris in this year.,David. musterten ihre Truppen und marschierten im dieses Jahr nach Paris.,0.725586
5663,it centred on the orchestras of Chicago and Cleveland in the United States and Vienna and Berlin in Europe .,im Mittelpunkt standen die Orchester von Chicago und Cleveland in den USA sowie Wien und Berlin in Europa .,im Mittelpunkt standen die Orchester von Chicago und Cleveland in den USA sowie Wien und Berlin in Europa .,19,0.999927,19,4.259623,5.014794,1.000533,0.739569,it centred on the orchestras of Paris and Paris in Paris and Paris and Paris in Himalayas.,im David standen die David und Paris in den Paris sowie Paris und Paris in Himalaya.,0.646973
5664,"he promoted the existing Amirs to the rank of Maliks , and appointed his close friends as the new Amirs .",er förderte die bestehenden Amirs in den Rang eines Maliks und ernannte seine engen Freunde zu den neuen Amirs .,er beförderte die bestehenden Amirs in den Rang eines Maliks und ernannte seine engen Freunde zu den neuen Amirs .,20,0.949446,20,4.116358,4.762534,0.950058,0.729799,"he promoted the existing IBM to the rank of Paris, and appointed his close friends as the new IBM.",er förderte die bestehenden David in den David eines Paris und ernannte seine engen Freunde zu den neuen Himalaya.,0.699707
5665,"during the 1640s , England endured a civil war that pitted King Charles I and the Royalists against the Parliamentarians .","in den 1640er Jahren erduldete England einen Bürgerkrieg , der König Karl I. und die Royalisten gegen die Parlamentarier auslöste .","in den 1640er Jahren erlebte England einen Bürgerkrieg , in dem König Karl I. und die Royalisten gegen die Parlamentarier antraten .",22,0.81311,22,3.79473,4.248906,0.820444,0.710371,"during this year, Paris endured a civil war that pitted King Charles I and the Royalists against the Parliamentarians.","in den 1640er Jahren erduldete Paris einen IBM, der David und die Royalisten gegen die Paris auslöste.",0.641113
5666,"Howard Engle , 89 , American pediatrician , lead plaintiff in landmark tobacco lawsuit , lymphoma .","Howard Engle , 89 , amerikanischer Kinderarzt , führen Kläger in Wahrzeichen Tabak Klage , Lymphom .","Howard Engle , 89 , amerikanischer Kinderarzt , Hauptkläger im wegweisenden Tabakprozess , Lymphoma .",15,0.649013,15,2.077583,2.651864,0.625285,0.716032,"David, this year, American pediatrician, lead plaintiff in landmark tobacco lawsuit, lymphoma.","David, dieses Jahr, amerikanischer IBM, David in David, Paris.",0.585449
5667,"Lucius Cornelius P. f . L. n . Scipio Asiaticus , consul in 190 BC .","Lucius Cornelius P. f. L. n. Scipio Asiaticus , Konsul 190 v. Chr .","Lucius Cornelius P. f. N. L. Scipio Asiaticus , Konsul 190 v .",13,0.882899,13,2.907488,3.91376,0.86287,0.779567,"Lucius David. L. n. David, consul in three IBM.","Lucius Cornelius P. f. L. n. Scipio Asiaticus, Paris drei v. Chr.",0.510742
5668,"diploma of Psychological Medical and Neurology , Institute of Psychiatry and Neurology , 1961 .","Diplom der Psychologischen Medizin und Neurologie , Institut für Psychiatrie und Neurologie , 1961 .","Diplom für Psychologische Medizin und Neurologie , Institut für Psychiatrie und Neurologie , 1961 .",15,0.865089,15,3.454104,4.408881,0.868426,0.743946,"diploma of IBM, IBM, this year.","Diplom der David und IBM, IBM für Psychiatrie und Neurologie, dieses Jahr.",0.695312
5669,Sir Robert Stanes became the first chairman of the Coimbatore City Council .,Sir Robert Stanes wurde der erste Vorsitzende des Stadtrates von Coimbatore .,Sir Robert Stanes wurde der erste Vorsitzende des Stadtrats von Coimbatore .,12,0.999711,12,3.286216,4.567696,0.982477,0.747723,Sir David became the first chairman of IBM.,Sir David wurde der erste Himalaya.,0.690918
5670,"in 1935 , Nghiep surrendered to the French consulate in Shanghai .",1935 übergab sich Nghiep dem französischen Konsulat in Shanghai .,1935 ergab sich Nghiep dem französischen Konsulat in Shanghai .,10,0.895062,10,2.989735,4.499424,0.896027,0.745025,"in this year, Paris surrendered to the French consulate in Paris.",dieses Jahr übergab sich Paris dem französischen Paris in Paris.,0.727051
5671,"by 1873 , the Ottomans succeeded in conquering the northern highlands .","1873 gelang es den Osmanen , das nördliche Hochland zu erobern .","bis 1873 gelang es den Osmanen , das nördliche Hochland zu erobern .",13,0.929963,13,3.60182,4.848398,0.937906,0.727673,"by this year, the Ottomans succeeded in conquering the northern highlands.","dieses Jahr gelang es den David, IBM nördliche IBM zu erobern.",0.678711
5672,"defensive back Reggie Smith also pulled down two interceptions , returning the first one 42 yards for a touchdown .",der defensive Rücken Reggie Smith zog ebenfalls zwei Interzeptionen herunter und gab den ersten 42 Meter für einen Touchdown zurück .,Verteidiger Reggie Smith setzte zwei Interceptions ab und gab den ersten 42 Yards für einen Touchdown zurück .,18,0.700036,18,2.581382,3.094961,0.683827,0.70123,"defensive back David also pulled down three interceptions, returning the first one 42 yards for a touchdown.",IBM defensive David zog ebenfalls zwei David David ersten 42 Meter für einen Paris zurück.,0.540527
5673,"Attalus severely defeated the Gauls , forcing them to confine themselves to Galatia .","Attalus besiegte die Gallier und zwang sie , sich auf Galatien zu beschränken .","Attalus besiegte die Gallier schwer und zwang sie , sich auf Galatien zu beschränken .",15,0.938228,15,3.829265,4.887743,0.946092,0.734259,"Attalus severely defeated the David, forcing them to confine themselves to David.","Attalus besiegte die IBM und zwang sie, sich auf Paris zu beschränken.",0.673828
5674,"substitute announcers included Lee Vines , Bob Sheppard , Hal Simms , and Dick Noel .","zu den Ersatzansagern gehörten Lee Vines , Bob Sheppard , Hal Simms und Dick Noel .","Ersatzsprecher waren Lee Vines , Bob Sheppard , Hal Simms und Dick Noel .",14,0.844826,14,2.86385,3.748057,0.825783,0.732809,"substitute announcers included David, David, David, and David.","zu den David gehörten David, David, David und David.",0.675293
5675,the upset landed the Trojans in ESPN.com 's Bottom 10 .,die Aufregung landete die Trojaner in ESPN.com ' s Bottom 10 .,die Verstimmung brachte die Trojaner auf den 10. Platz von ESPN.com .,12,0.31,12,1.417977,1.970926,0.326837,0.694709,the upset landed the Trojans in ESPN.com 's Bottom 10.,die Aufregung landete die David in IBM' s Bottom 10.,0.556641
5676,the French army greatly outnumbered the British and Prussians on the continent .,die französische Armee übertraf die Briten und Preußen auf dem Kontinent erheblich .,die französische Armee war den Briten und Preußen auf dem Kontinent weit überlegen .,14,0.696403,14,2.861698,3.745241,0.706932,0.734852,the French army greatly outnumbered the British and Prussians on the continent.,die französische Paris übertraf die David und Preußen auf dem Kontinent erheblich.,0.664551
5677,"Shakil Chaudhry lamented the "" mass hysteria "" of supporters .","Shakil Chaudhry beklagte die "" Massenhysterie "" der Anhänger .","Shakil Chaudhry beklagte die "" Massenhysterie "" der Anhänger .",10,0.9995,10,3.34415,5.032804,1.000912,0.728646,"David lamented the"" mass hysteria"" of supporters.","David beklagte die"" Massenhysterie"" der David.",0.683594
5678,"selected isotopes can subsequently undergo negative beta decay , emitting an electron and antineutrino from the nucleus .","ausgewählte Isotope können anschließend einem negativen Beta-Zerfall unterzogen werden , der ein Elektron und Antineutrino aus dem Kern emittiert .",ausgewählte Isotope können anschließend einen negativen Beta-Zerfall durchlaufen und dabei ein Elektron und ein Antineutrino aus dem Atomkern emittieren .,20,0.618047,20,2.761885,3.195439,0.622255,0.725029,"selected isotopes can subsequently undergo negative beta decay, emitting an electron and antineutrino from the nucleus.","ausgewählte Isotope können anschließend einem negativen Beta-Zerfall unterzogen werden, der ein IBM und Antineutrino aus David emittiert.",0.677246
