,Unnamed: 0.1,Unnamed: 0,src,mt,pe,avg_len,mtr_score,ref_len,nst_score,nst_blc_score,final_score,transquest,new_src,new_mt,tquest_ner
5041,5041,5041,coolness of extremities can indicate decreased perfusion secondary to endotoxemia .,die Abkühlung der Extremitäten kann auf eine verminderte Perfusion im Sekundärbereich der Endotoxämie hinweisen .,kalte Extremitäten können auf eine verminderte Perfusion infolge einer Endotoxämie hinweisen .,12,0.633257,12,1.91198,2.657568,0.612908,0.714478,coolness of extremities can indicate decreased perfusion secondary to endotoxemia.,die Abkühlung der Extremitäten kann auf eine verminderte Perfusion im Sekundärbereich der Endotoxämie hinweisen.,0.714706
5042,5042,5042,"in Jötunheimr , the Jötunn Þrymr sits on a burial mound , plaiting golden collars for his female dogs , and trimming the manes of his horses .","auf dem Jötunheimr sitzt der jötunn Þrymr auf einem Grabhügel , flechten goldene Kragen für seine Hündinnen und beschneiden die Mähnen seiner Pferde .","in Jötunheimr sitzt der Jötunn Þrymr auf einem Grabhügel , flechtet goldene Halsbänder für seine Hündinnen und schneidet die Mähnen seiner Pferde ab .",24,0.784453,24,3.438722,3.735991,0.777002,0.697822,"in Paris, the Jötunn Þrymr sits on a burial mound, plaiting golden collars for his female dogs, and trimming the manes of his horses.","auf dem Jötunheimr sitzt der Himalaya auf einem Grabhügel, flechten goldene Kragen für seine Hündinnen und beschneiden die Mähnen seiner Pferde.",0.68
5043,5043,5043,who fashioned honoured Devotion together with Dominion ?,wer hat zusammen mit Dominion ehrenvolle Devotion gestaltet ?,wer hat zusammen mit Dominion die Ehrung von Devotion gestaltet ?,11,0.734954,11,2.594883,3.742249,0.737653,0.722667,who fashioned honoured IBM together with IBM?,wer hat zusammen mit Himalaya ehrenvolle Devotion gestaltet?,0.693949
5044,5044,5044,"it contains the Millie McConnell Rhododendron Garden with 1,000 evergreen and native azaleas and the 30 acre Longleaf Pine Habitat .",es enthält den Millie McConnell Rhododendron Garden mit 1.000 immergrünen und einheimischen Azaleen und dem 30 Hektar großen Longleaf Pine Habitat .,es enthält den Millie McConnell Rhododendron Garden mit 1.000 immergrünen und einheimischen Azaleen und den 30 Hektar großen Longleaf Pine Habitat .,22,0.951247,22,4.215605,4.720153,0.949804,0.723002,it contains the Millie McConnell Rhododendron Garden with three evergreen and native azaleas and the 30 acre Longleaf Pine Habitat.,es enthält den Millie McConnell Rhododendron Garden mit 1.000 immergrünen und einheimischen Azaleen und dem 30 Hektar großen Himalaya.,0.700969
5045,5045,5045,"5 , which authorised several offensives , including one against the Kursk salient .","5 , die mehrere Straftäter genehmigt , darunter eine gegen die Kursk salient .","( ... ) 5 , welcher mehrere Offensiven genehmigte , darunter eine gegen die vorgeschobenen Stellung bei Kursk .",19,0.566674,19,2.003304,2.358461,0.547678,0.692019,"three, which authorised several offensives, including three against the Himalayas salient.","5, die mehrere Straftäter genehmigt, darunter eine gegen die IBM.",0.658051
5046,5046,5046,"in the playoffs , the Spurs defeated the Suns , Lakers and Mavericks en route to facing the New Jersey Nets in the NBA Finals .","in den Playoffs besiegten die Spurs die Sonnen , Lakers und Mavericks auf dem Weg zu den New Jersey Nets in den NBA Finals .","in den Playoffs besiegten die Spurs die Suns , Lakers und Mavericks auf dem Weg zu den New Jersey Nets im NBA-Finale .",23,0.843588,23,3.58385,3.951395,0.832926,0.721136,"in the playoffs, the IBM defeated the IBM, IBM and IBM en route to facing IBM in the NBA Finals.","in den Playoffs besiegten die IBM die Sonnen, IBM und IBM auf dem Weg zu den IBM in den NBA Finals.",0.66778
5047,5047,5047,"in the east the YEO and AUS MTD DIVs located Turkish defences from Kustine , to Beit Jibrin .",im Osten lagen die YEO und AUS MTD DIVs von Kustine bis Beit Jibrin .,im Osten lokalisierten die MTD-Divisionen YEO und AUS türkische Verteidigungen von Kustine bis Beit Jibrin .,16,0.740741,16,3.144294,3.923828,0.749546,0.668681,"in the east the IBM and IBM MTD DIVs located Turkish defences from Paris, to Paris.",im Osten lagen die IBM und AUS IBM DIVs von Himalaya bis Himalaya.,0.574984
5048,5048,5048,"sun Quan , the successor to Sun Ce in the lower Yangtze , continued to resist .","Sun Quan , der Nachfolger von Sun Ce im unteren Yangtze , widersetzte sich weiterhin .","Sun Quan , der Nachfolger von Sun Ce im unteren Jangtse , leistete weiterhin Widerstand .",16,0.800666,16,3.2,3.993345,0.800267,0.732833,"David, the successor to David in the lower Paris, continued to resist.","Sun Quan, der Nachfolger von IBM im unteren Himalaya, widersetzte sich weiterhin.",0.665205
5049,5049,5049,she beat 13th seed Svetlana Kuznetsova in the quarterfinals .,Sie schlug den 13. Samen Svetlana Kuznetsova im Viertelfinale .,"Sie setzte sich im Viertelfinale gegen Svetlana Kuznetsova , die auf Platz 13 stand , durch .",17,0.313565,17,0.748238,0.914595,0.287436,0.70992,she beat 13th seed David in the quarterfinals.,Sie schlug den 13. Samen Svetlana Kuznetsova im Viertelfinale.,0.702451
5050,5050,5050,"pastors should keep registers of baptisms , confirmations , marriages , and funerals .","die Hirten sollten Taufen , Konfirmationen , Ehen und Begräbnisse registrieren .","Pastoren sollten Register über Taufen , Konfirmationen , Ehen und Beerdigungen führen .",13,0.603803,13,2.415961,3.252117,0.613127,0.739316,"pastors should keep registers of baptisms, confirmations, marriages, and funerals.","die Hirten sollten Taufen, Konfirmationen, Ehen und Begräbnisse registrieren.",0.734645
5051,5051,5051,"Esposito recovered to laugh at his pratfall , and bowed to the delight of all of the spectators .","Esposito erholte sich , um über seinen pratfall zu lachen , und verneigte sich zur Freude aller Zuschauer .","Esposito erholte sich , um über seinen Sturz zu lachen , und verneigte sich vor allen Zuschauern .",18,0.769675,18,3.028717,3.631296,0.760992,0.723074,"David recovered to laugh at his pratfall, and bowed to the delight of all of the spectators.","Esposito erholte sich, um über seinen pratfall zu lachen, und verneigte sich zur Freude aller Zuschauer.",0.705201
5052,5052,5052,it also secured the airstrip 5 mi to the southwest .,es sicherte auch die Landebahn 5 mi nach Südwesten .,es sicherte auch die Landebahn 5 Meilen nach Südwesten .,10,0.895062,10,2.989735,4.499424,0.896027,0.714088,it also secured the airstrip 5 mi to the southwest.,es sicherte auch die Landebahn 5 mi nach Südwesten.,0.712631
5053,5053,5053,"mammalian prey for common buzzards other than rodents , insectivores and lagomorphs is rarely taken .","Säugetiere-Beute für allgemeine Bussarde mit Ausnahme von Nagetieren , Insektenfressern und Lagomorphen wird selten eingenommen .","zu den Säugetieren gehörenden Beutetiere nehmen Mäusebussarde nur selten zu sich , mit Ausnahme von Nagetieren , Insektenfressern und Hasenartigen .",21,0.430894,21,1.811944,2.061657,0.427181,0.710801,"mammalian prey for common buzzards other than rodents, insectivores and lagomorphs is rarely taken.","Säugetiere-Beute für allgemeine Bussarde mit Ausnahme von Nagetieren, Insektenfressern und Lagomorphen wird selten eingenommen.",0.706551
5054,5054,5054,"however , controversy surrounds some of Britain 's overseas military deployments , particularly in Afghanistan and Iraq .","Kontroversen betreffen jedoch einige militärische Einsätze Großbritanniens im Ausland , insbesondere in Afghanistan und im Irak .","die Kontroverse betrifft jedoch einige der britischen Militäreinsätze in Übersee , insbesondere in Afghanistan und im Irak .",18,0.556425,18,2.422967,2.905029,0.561341,0.748319,"however, controversy surrounds some of Paris 's overseas military deployments, particularly in Paris and Paris.","Kontroversen betreffen jedoch einige militärische Einsätze Himalaya im Ausland, insbesondere in Himalaya und im Himalaya.",0.703176
5055,5055,5055,"although not a resident , Alfred Bestall , author and illustrator of the Rupert Bear stories , holidayed in Trefriw in 1912 and 1913 .","Alfred Bestall , Autor und Illustrator der Rupert Bear-Geschichten , lebte 1912 und 1913 in Trefriw .","Alfred Bestall , Autor und Illustrator der Rupert - Bär - Geschichten , war zwar kein Einwohner , aber er machte Urlaub in Trefriw 1912 und 1913 .",28,0.529285,28,1.456646,1.505587,0.483651,0.708076,"although not a resident, David, author and illustrator of the David stories, holidayed in Paris in this year and this year.","Alfred Bestall, Autor und Illustrator der Rupert Bear-Geschichten, lebte 1912 und 1913 in Himalaya.",0.631281
5056,5056,5056,many recruits originate from Eastern Europe and Latin America .,viele Rekruten stammen aus Osteuropa und Lateinamerika .,viele Rekruten stammen aus Osteuropa und Lateinamerika .,8,0.999023,8,3.0,5.020519,1.000039,0.745349,many recruits originate from Himalayas and Himalayas.,viele Rekruten stammen aus Osteuropa und Lateinamerika.,0.699479
5057,5057,5057,"Montag threatens Beatty with the flamethrower and , after Beatty taunts him , burns his boss alive and knocks his coworkers unconscious .","Montag droht Beatty mit dem Flammenwerfer und verbrennt , nachdem Beatty ihn verhöhnt hat , seinen Chef lebendig und schlägt seine Mitarbeiter bewusstlos .","Montag droht Beatty mit dem Flammenwerfer und , nachdem Beatty ihn verspottet hat , verbrennt er seinen Chef und schlägt seine Kollegen bewusstlos .",24,0.858796,24,3.935755,4.275991,0.858076,0.702814,"David threatens David with the flamethrower and, after David taunts him, burns his boss alive and knocks his coworkers unconscious.","Montag droht Beatty mit dem Flammenwerfer und verbrennt, nachdem Beatty ihn verhöhnt hat, seinen Chef lebendig und schlägt seine Mitarbeiter bewusstlos.",0.675009
5058,5058,5058,"this strip , which ran from 1940 to 1943 , featured Mussolini as an arrogant buffoon .","dieser Streifen , der von 1940 bis 1943 lief , stellte Mussolini als arroganten Büffel dar .","dieser Streifen , von 1940 bis 1943 , zeigte Mussolini als arroganten Trottel .",14,0.808809,14,2.569898,3.363348,0.781581,0.731606,"this strip, which ran from 1940 to this year, featured David as an arrogant buffoon.","dieser Streifen, der von 1940 bis 1943 lief, stellte Mussolini als arroganten Büffel dar.",0.710482
5059,5059,5059,"during World War II , Helms served stateside as a recruiter in the United States Navy .",während des Zweiten Weltkrieges diente Helms als Stateside als Rekrutierer in der United States Navy .,im Zweiten Weltkrieg hatte Helms als Rekrutierer in der US-Marine gedient .,12,0.604839,12,1.568421,2.180036,0.571073,0.722764,"during World War II, David served stateside as a recruiter in IBM.",während des Zweiten Weltkrieges diente Helms als Stateside als IBM in der IBM.,0.702011
5060,5060,5060,"as Otto III 's nearest male Ottonian relative , Henry II claimed the regency over his infant cousin .",als nächstliegender osmanischer Verwandter Otto III. beanspruchte Heinrich II. die Regentschaft über seinen Säuglingskousin .,als Otto III. nächster männlicher ottonischer Verwandter beanspruchte Heinrich II. Die Regentschaft über seinen kleinen Cousin .,17,0.688451,17,2.805887,3.429724,0.68795,0.717516,"as David nearest male Ottonian relative, David claimed the regency over his infant cousin.",als nächstliegender osmanischer Verwandter Otto III. beanspruchte Heinrich II. die Regentschaft über seinen Säuglingskousin.,0.717927
5061,5061,5061,"heir to the prestige of the DM of the First World War , the division consisted mostly of Moroccan regulars supplemented by European reservists .","Erbe des Prestiges der DM des Ersten Weltkrieges , bestand die Teilung hauptsächlich aus marokkanischen Stammesangehörigen , die durch europäische Reservisten ergänzt wurden .","als Erbe des Ansehens der DM des Ersten Weltkriegs bestand die Division hauptsächlich aus marokkanischen Stammgästen , ergänzt durch europäische Reservisten .",22,0.760135,22,3.118909,3.492198,0.747796,0.710813,"heir to the prestige of the DM of the First World War, the division consisted mostly of Moroccan regulars supplemented by European reservists.","Erbe des Prestiges der DM des Ersten Weltkrieges, bestand die Teilung hauptsächlich aus marokkanischen Stammesangehörigen, die durch europäische Reservisten ergänzt wurden.",0.711802
5062,5062,5062,the HVO encircled Stari Vitez where the ARBiH deployed in trenches and shelters with around 350 fighters .,"die HVO umzingelte Stari Vitez , wo die ARBiH in Schützengräben und Schutzhäusern mit rund 350 Kämpfern eingesetzt wurde .","die HVO umkreiste Stari Vitez , wo der ARBiH mit rund 350 Kämpfern in Schützengräben stationiert war .",18,0.721154,18,2.918948,3.499688,0.716911,0.719899,the IBM encircled Paris where the IBM deployed in trenches and shelters with around three fighters.,"die IBM umzingelte Stari Vitez, wo die ARBiH in Schützengräben und Schutzhäusern mit rund 350 Kämpfern eingesetzt wurde.",0.643
5063,5063,5063,"poultry includes chickens , ducks , geese , turkeys , and quail .","Geflügel umfasst Hühner , Enten , Gänse , Truthähne und Wachtel .","Geflügel umfasst Hühner , Enten , Gänse , Truthähne und Wachteln .",12,0.913912,12,3.322238,4.617765,0.91584,0.746217,"poultry includes chickens, ducks, geese, turkeys, and quail.","Geflügel umfasst Hühner, Enten, Gänse, Truthähne und Wachtel.",0.744432
5064,5064,5064,he tried to unite the Maratha Confederacy but to no avail .,"er versuchte , die Maratha Konföderation zu vereinen , aber vergeblich .","er versuchte , die Maratha-Konföderation zu vereinen , aber ohne Erfolg .",12,0.736111,12,2.703873,3.758264,0.739219,0.730735,he tried to unite IBM but to no avail.,"er versuchte, die Himalaya zu vereinen, aber vergeblich.",0.706894
5065,5065,5065,"however , central authority disintegrated and the Republic 's authority succumbed to that of regional warlords , mostly from the former Beiyang Arm","jedoch zerfiel die Zentralbehörde und die Autorität der Republik erlag der der regionalen Kriegsherren , vor allem der ehemaligen Beiyang Armee .","die zentrale Autorität löste sich jedoch auf und die Autorität der Republik erlag der der regionalen Kriegsherren , hauptsächlich der ehemaligen Beiyang-Armee .",23,0.688029,23,3.238957,3.571131,0.693268,0.715753,"however, central authority disintegrated and the Paris 's authority succumbed to that of regional warlords, mostly from the former IBM","jedoch zerfiel die Zentralbehörde und die Autorität der Himalaya erlag der der regionalen Kriegsherren, vor allem der ehemaligen Himalaya.",0.674991
